text,source,label
"To the extent that the Village Media Company and PFHOF work collaboratively on media projects, the EP‚Äôs services on such projects for the benefit of PFHOF shall be charged to PFHOF at cost without markup. provided that the Parties acknowledge and agree that after the first five (5) years of the Term, the Annual Guarantee shall increase by three percent (3%) on a year-over-year basis (e.g., the Annual Guarantee shall increase to $1,287,500 for year six (6) and to $1,326,125 for year seven (7)). The Parties acknowledge and agree that two hundred twenty five thousand dollars ($225,000) (the ‚ÄúYouth Sports License Fee‚Äù) shall be credited against the Annual Guarantee on the Closing Date and each anniversary of the Closing Date during the Term for the license granted by PFHOF to Youth Sports Management, LLC (‚ÄúYouth Sports‚Äù) pursuant to that certain branding license agreement to be entered into on the Effective Date between PFHOF and Youth Sports for so long as such agreement remains in effectÕæ provided that after the first five (5) years of the Term, the Youth Sports License Fee shall increase by three percent (3%) on a year-over year basis and thereafter, the aggregate amount of the Youth Sports License Fee, after giving effect to such increase each year, shall be the amount credited against the Annual Guarantee.",GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement.pdf,important
180 days,VitalibisInc_20180316_8-K_EX-10.2_11100168_EX-10.2_Hosting Agreement.pdf,important
"Calm.com, Inc. (""Calm""); XpresSpa Group, Inc. (""XPSA"")(""Party"" and collectively as the ""Parties"")",XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement.pdf,important
"This Agreement shall be valid for five (5) years from February 1, 2019 through January 31, 2024 unless this Agreement is terminated earlier pursuant to Section 14 (the “Term”).",AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.34_11788308_EX-10.34_Sponsorship Agreement.pdf,important
" Upon determination by such Independent Accountant (as defined below) that the Expense was not an Approved Expense, such Expense shall be deducted from the Program Expenses and the Agent and Monsanto shall include an appropriate adjustment in accordance with the procedures set forth in Section 3",Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .pdf,not_important
"(c) Due Authorization. The execution, delivery, and performance of this Agreement and each other Transaction Document to which it is a party, have been duly authorized by the Depositor by all necessary limited liability company action on the part of the Depositor.",VerizonAbsLlc_20200123_8-K_EX-10.4_11952335_EX-10.4_Service Agreement.pdf,not_important
2018-06-08 00:00:00,RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement.pdf,important
"This Agreement shall continue until January 18, 2022, and thereafter shall continue automatically for successive annual periods ending on January 18th of each year, provided such continuance is specifically approved at least annually by (a) the Fund’s Board of Trustees and (b) a vote of a majority (as defined in the 1940 Act) of the Fund’s Trustees who are not interested persons (as defined in the 1940 Act) of the Fund and who have no direct or indirect financial interest in the operation of the Plan, in this Agreement, or any agreement related to the Plan (the “Qualified Trustees”), by vote cast in person at a meeting called for the purpose of voting on such approval.",IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement.pdf,important
"""E&B Transaction"" means an Electronic Data Interchange (EDI) Health Care Eligibility/Benefit Inquiry (""270 transaction"") and the retrieval of an EDI Health Care Eligibility/Benefit Response (""271 transaction""), with a single E&B Transaction consisting of both the 270 transaction and the 271 transaction. [***].","PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT.pdf",not_important
"Supplier shall install and use a reasonable change control process to ensure that access to its systems and to Confidential Information is controlled and recorded. Supplier shall notify Bank of America of any planned system configuration changes or other changes affecting the Program applicable to Confidential Information, setting forth how such change will impact the security and protection of Confidential Information. No such change, which could reasonably be expected by Bank of America to have a material adverse impact on the security and protection of Confidential Information, may be implemented without the prior written consent of a Bank of America security representative. Bank of America may approve these types of changes prior to their becoming effective, such approval not to be unreasonably withheld or delayed.",CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1.pdf,not_important
"Licensor on behalf of itself and its Affliates hereby grants to Licensee the limited licenses to use and have used the Licensed Mark: (i) for the Licensed Products as set forth on Schedule 2; and (ii) as set forth on Schedule 1, concerning agreements entered into by Licensee prior to the Effective Date (“Existing Agreements”). For the avoidance of doubt, Licensor also grants to Licensee and its subsidiaries and affiliates a non-exclusive, worldwide royalty-free license for continued use of the Licensed Mark for the production and sale of inventory containing the Licensed Mark applied to such products during the Transition Period as set forth in section 8.2 of the Separation and Distribution Agreement and in Schedule 2 of this Agreement.",ArconicRolledProductsCorp_20191217_10-12B_EX-2.7_11923804_EX-2.7_Trademark License Agreement.pdf,important
"EXCEPT IN THE EVENT OF A CLAIM UNDER SECTION 10 OR FAILURE TO PAY UNDER SECTION 6, IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE OTHER PARTY IN AN AMOUNT GREATER THAN THE AMOUNT BOXLOT ACTUALLY PAYS TO THEGLOBE HEREUNDER.",TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement.pdf,important
"After the Initial Term, this Agreement will be automatically renewed for successive additional 3~year periods (“Extension Terms”), unless otherwise terminated by either party by giving notice to the other party not less than sixty (60) days prior to the end of a Term.",PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content License Agreement.pdf,important
"This Agreement shall commence on March 15, 2018 and will expire on March 14, 2020 unless terminated earlier pursuant to Section 13 of the Agreement (the “Term”).",FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.pdf,important
" For additional volumes required by ENERGOUS, DIALOG will sell to ENERGOUS on a reasonable cost plus basis for the purposes of evaluation and demonstration",ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT.pdf,not_important
2018-09-28 00:00:00,NeuroboPharmaceuticalsInc_20190903_S-4_EX-10.36_11802165_EX-10.36_Manufacturing Agreement_ Supply Agreement.pdf,important
"Each Party (the ""Audited Party') will, upon at least thirty (30) days' prior written request by the other Party (the ""Auditing Party""), allow an independent certified public accounting firm selected by the Auditing Party and reasonably acceptable to the Audited Party to audit such books and records at the Audited Party's premises to the extent necessary to verify the Audited Party's compliance or non-compliance with the provisions of this Section 9 (or, in the case of Company, Section 5.4  [Royalties]); provided, that: (a) any such audit is conducted during normal business hours and in a manner designed to not unreasonably interfere with the Audited Party's ordinary business operations; (b) audits may not occur more frequently than once every twelve (12) months; and (c) each such audit may only cover the period commencing after the period covered by the last audit conducted pursuant to this Section, if any. The Auditing Party agrees that any information learned or disclosed by its auditor in connection with such audit is Confidential Information of the Audited Party.",AudibleInc_20001113_10-Q_EX-10.32_2599586_EX-10.32_Co-Branding Agreement_ Marketing Agreement_ Investment Distribution Agreement.pdf,important
      22.   Entire Agreement.  This writing constitutes the entire agreement between the parties hereto and may not be changed or modified except by a writing signed by the party or parties to be charged thereby.,WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.pdf,not_important
"September 26, 2018 September 26, 2018  <omitted> “Effective Date” shall have the meaning set forth in the preamble to this Agreement.",DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.pdf,important
